event_id_cnty,day,month,year,event_date,fatalities,disorder_type,event_type,sub_event_type,actor1,inter1,actor2,inter2,interaction,civilian_targeting,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,time_precision
NIR15023,24,October,2022,24-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Tahoua,Abalak,Abalak,Abalak,15.4638,6.2865,2,Undisclosed Source,Local partner-Other,"Looting: On 24 October 2022, an unidentified armed group intercepted a vehicle about 20km north of Abalak (Abalak, Tahoua) on the road to Adagai. The assailants seized cash, cell phones, and identity cards.",1
NIR15003,24,October,2022,24-10-2022,2,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,2,Police Forces of Niger (2021-2023),1,12,,Western Africa,Niger,Tillaberi,Say,Tamou,Tamou,12.7555,2.1769,1,Actu (Niger); Infos Militaires; Urgence Tillabery; Whatsapp,New media-National,"On 24 October 2022, presumed JNIM militants attacked a mixed police and forest guard position in the village of Tamou (Say, Tillaberi). Two policemen were killed.",1
NIR15126,24,October,2022,24-10-2022,0,Political violence,Violence against civilians,Attack,Military Forces of Niger (2021-2023),1,Civilians (Niger),7,17,Civilian targeting,Western Africa,Niger,Tillaberi,Gotheye,Gotheye,Gotheye,13.8571,1.5665,1,Undisclosed Source,Local partner-Other,"On 24 October 2022, soldiers shot and wounded a suspected JNIM militant (assumed unarmed) at the market in Gotheye (Gotheye, Tillaberi).",1
NIR14993,24,October,2022,24-10-2022,11,Political violence,Violence against civilians,Attack,Military Forces of Niger (2021-2023),1,Civilians (Niger),7,17,Civilian targeting,Western Africa,Niger,Tillaberi,Say,Tamou,Tamou,12.7555,2.1769,2,Actu (Niger); ANP (Niger); Deutsche Welle; Le Sahel; Niger Inter; Undisclosed Source; Whatsapp,Local partner-Other,"On 24 October 2022, the Nigerien army conducted a combined air and ground operation with airstrikes at a mining area east Tamou (Say, Tillaberi), claiming to be targeting Islamist militants. 11 miners were killed and 25 wounded.",1
NIR14992,23,October,2022,23-10-2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Torodi,Torodi,Boni,12.8565,1.3268,2,Undisclosed Source,Local partner-Other,"On 23 October 2022, presumed JNIM militants killed a farmer near the village of Boni (Torodi, Tillaberi).",1
NIR14995,23,October,2022,23-10-2022,0,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Tahoua,Abalak,Tabalak,Tourouf,15.1416,5.7324,1,Undisclosed Source,Local partner-Other,"On 23 October 2022, an unidentified armed group attacked the domicile of a merchant and seized cash, a handgun, and ammunition in the village of Tourouf (Abalak, Tahoua).",1
NIR15020,23,October,2022,23-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Agadez,Tchirozerine,Agadez,Agadez,16.97,7.99,2,Undisclosed Source,Local partner-Other,"Looting: On 23 October 2022, an unidentified armed group aboard motorcycles intercepted a truck and stripped cash, cell phones, and clothing from the occupants on the road between Agadez (Tchirozerine, Agadez) and Arlit (Arlit, Agadez) and in another location about 180km east of Agadez.",1
NIR15021,23,October,2022,23-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Maradi,Madarounfa,Safo,Garin Ali,13.2069,6.809,1,Forces Armees Nigeriennes; Undisclosed Source,Local partner-Other,"Looting: On 23 October 2022, an unidentified armed group seized livestock in the village of Garin Ali (Madarounfa, Maradi). Gendarmes intervened, forcing the assailants to abandon the stolen livestock. No clash was reported.",1
NIR15004,23,October,2022,23-10-2022,2,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,2,Police Forces of Niger (2021-2023) National Guard,1,12,,Western Africa,Niger,Tillaberi,Gotheye,Gotheye,Toure,13.6132,1.4436,1,Actu (Niger); Al Zallaqa; Infos Militaires,New media-National,"On 23 October 2022, presumed JNIM militants attacked a national guard position in the village of Toure (Gotheye, Tillaberi), which ensures the security in the gold mining area of Mbanga (Kollo, Tillaberi). At least two national guards were killed. JNIM claimed responsibility and said it killed five soldiers and seized vehicles and weapons.",1
NIR15010,23,October,2022,23-10-2022,0,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Niger (2021-2023),1,JNIM: Group for Support of Islam and Muslims,2,12,,Western Africa,Niger,Tillaberi,Say,Tamou,Tamou,12.7555,2.1769,2,Facebook; Whatsapp,New media,"Defusal: On 23 October 2022, soldiers discovered and detonated an IED likely planted by JNIM militants on the road between Tamou and Alambare (Say, Tillaberi).",1
NIR15019,23,October,2022,23-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Agadez,Arlit,Gougaram,Assamakka,19.3347,5.772,2,Undisclosed Source,Local partner-Other,"Looting: On 23 October 2022, an unidentified armed group aboard a pickup truck intercepted a vehicle and stripped cash, cell phones, and other items from the passengers on the road between Assamakka and Arlit (Arlit, Agadez).",1
NIR15000,22,October,2022,22-10-2022,0,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Tahoua,Madaoua,Bangui,Zongo Akanawa,13.686,6.1561,1,Undisclosed Source,Local partner-Other,"On 22 October 2022, overnight an unidentified armed group coming from Nigeria killed a person and seized livestock in the village of Zongo Akanawa (Madaoua, Tahoua) and nearby Tachalawa. 1 fatality split between 2 events.",1
NIR14999,22,October,2022,22-10-2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Tahoua,Madaoua,Bangui,Djawalki,13.6851,6.2315,2,Undisclosed Source,Local partner-Other,"On 22 October 2022, an unidentified armed group coming from Nigeria attacked the Tuareg camps of Djawalki and Roumbouki [precise location unknown] (Madaoua, Tahoua). One person was killed, three others wounded, and a large number of livestock seized.",1
NIR15007,22,October,2022,22-10-2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Tahoua,Madaoua,Bangui,Zongo Akanawa,13.686,6.1561,2,Undisclosed Source,Local partner-Other,"On 22 October 2022, overnight an unidentified armed group coming from Nigeria killed a person and seized livestock in the village of Tachalawa, near Zongo Akanawa (Madaoua, Tahoua) and Zongo Akanawa. 1 fatality split between 2 events.",1
NIR15027,22,October,2022,22-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Nigeria),3,Civilians (Niger),7,37,,Western Africa,Niger,Maradi,Madarounfa,Dan-Issa,Firji,13.1162,7.2966,1,Undisclosed Source,Local partner-Other,"Looting: On 22 October 2022, an unidentified armed group coming from Nigeria seized three oxen and a sheep in the village of Firji (Madarounfa, Maradi).",1
NIR15046,22,October,2022,22-10-2022,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Abala,Sanam,Ezza,15.1317,4.0732,1,Undisclosed Source; Whatsapp,Local partner-Other,"On 22 October 2022, IS Sahel militants abducted two farmers in the village of Ezza (Abala, Tillaberi).",1
NIR15047,22,October,2022,22-10-2022,3,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Tera,Tera,Zindigori,13.99,0.6568,1,Undisclosed Source; Whatsapp,Local partner-Other,"On 22 October 2022, presumed IS Sahel militants killed three people in the village of Zindigori (Tera, Tillaberi).",1
NIR14991,22,October,2022,22-10-2022,11,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Banibangou,Banibangou,Issa Kouara,15.0423,2.5352,2,Actu (Niger); RFI; Undisclosed Source; L'Evenement Niger,Local partner-Other,"On 22 October 2022, IS Sahel militants attacked and burned two transport trucks and seized another one and killed eleven people in the area of Issa Kouara (Banibangou, Tillaberi), on the road between Dinara and Tizegorou. IS Sahel claimed responsibility and said it killed militiamen.",1
NIR15001,22,October,2022,22-10-2022,2,Political violence,Battles,Armed clash,Islamic State (Sahel),2,Banibangou Communal Militia (Niger),4,24,,Western Africa,Niger,Tillaberi,Banibangou,Banibangou,Soufar Fandou,15.0115,2.425,2,Undisclosed Source; RFI,Local partner-Other,"On 22 October 2022, IS Sahel militants ambushed Banibangou militiamen in the area of Soufar Fandou (Banibangou, Tillaberi). Two militiamen were killed. IS Sahel claimed responsibility.",1
NIR15002,22,October,2022,22-10-2022,0,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,2,Police Forces of Niger (2021-2023),1,12,,Western Africa,Niger,Tillaberi,Say,Tamou,Tamou,12.7555,2.1769,2,Infos Militaires; Undisclosed Source,Local partner-Other,"On 22 October 2022, presumed JNIM militants attacked a mixed police and forest guard position near the village of Tamou (Say, Tillaberi). The militants seized weapons and ammunition. There were no casualties.",1
NIR15029,22,October,2022,22-10-2022,0,Demonstrations,Protests,Protest with intervention,Protesters (Niger),6,Police Forces of Niger (2021-2023),1,16,,Western Africa,Niger,Maradi,Ville de Maradi,Maradi II,Maradi,13.5,7.1017,1,Air Info,National,"On 22 October 2022, a number of university students demonstrated in the town of Maradi (Ville de Maradi, Maradi). The demonstrators expressed their opposition against a decision to close down the pharmacy section and move it to Niamey. Security forces intervened and fired tear gas. Several demonstrators were wounded and others arrested.",1
NIR14998,21,October,2022,21-10-2022,0,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Tahoua,Ville de Tahoua,Tahoua II,Tahoua,14.89,5.27,2,Undisclosed Source,Local partner-Other,"On 21 October 2022, an unidentified armed group intercepted a vehicle abut 7km west of Tahoua (Ville de Tahoua, Tahoua) on the road to Takanamat (Tahoua, Tahoua). The assailants shot and wounded one person.",1
NIR14990,21,October,2022,21-10-2022,0,Political violence,Violence against civilians,Attack,Banibangou Communal Militia (Niger),4,Civilians (Niger),7,47,Civilian targeting,Western Africa,Niger,Tillaberi,Ouallam,Tondikiwindi,Fari Tegui,14.8773,1.8999,2,Undisclosed Source,Local partner-Other,"On 21 October 2022, Banibangou militiamen entered a Fulani camp near the village of Fari Tegui (Ouallam, Tillaberi). The assailants tied and assaulted the men at the camp and seized livestock.",1
NIR15018,21,October,2022,21-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Tahoua,Abalak,Abalak,Abalak,15.4638,6.2865,2,Undisclosed Source,Local partner-Other,"Looting: On 21 October 2022, an unidentified armed group aboard a vehicle intercepted another vehicle about 78km from Abalak (Abalak, Tahoua) on the road to Agadez (Tchirozerine, Agadez). The assailants seized the vehicle, cell phones, and other items.",1
NIR14994,21,October,2022,21-10-2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Chad),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Agadez,Arlit,Gougaram,Touaret,20.2213,7.1491,1,Undisclosed Source,Local partner-Other,"On 21 October 2022, an unidentified armed group believed to be Chadian aboard pickup trucks including one heavy machine-gun mounted intercepted four vehicles in Touaret (Arlit, Agadez). The assailants killed one person, wounded another severely, damaged two vehicles, and seized two vehicles.",1
NIR15044,21,October,2022,21-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Ayerou,Ayerou,Arsilamey,14.6637,1.0297,1,Undisclosed Source,Local partner-Other,"Looting: On 21 October 2022, IS Sahel militants fired gunshots in the air and seized livestock in the village of Arsilamey (Tillaberi, Tillaberi).",1
NIR15005,21,October,2022,21-10-2022,31,Political violence,Battles,Armed clash,Islamic State (Sahel),2,Military Forces of Niger (2021-2023),1,12,,Western Africa,Niger,Tillaberi,Tera,Tera,Fetokarkalle,13.9734,0.459,2,Forces Armees Nigeriennes; Undisclosed Source,Local partner-Other,"Around 21 October 2022 (between 21 - 22 October), presumed IS Sahel militants attacked an army patrol in the area of Fetokarkalle (Tera, Tillaberi). One soldier was killed. The Nigerien Armed Forces (FAN) forces said in a statement that thirty militants were killed, twenty motorcycles destroyed, means of communication seized, and a logistical site dismantled.",2
NIR15045,21,October,2022,21-10-2022,0,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Tillaberi,Dessa,Kandadji,14.6112,0.9737,2,Undisclosed Source,Local partner-Other,"On 21 October 2022, presumed IS Sahel militants assaulted and wounded several women in the village of Moulkouch, near Kandadji (Tillaberi, Tillaberi).",1
NIR15017,20,October,2022,20-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Tillaberi,Tera,Diagourou,Nambirma I,13.9262,0.6355,1,Undisclosed Source,Local partner-Other,"Looting: On 20 October 2022, an unidentified armed group seized a large amount of livestock in the village of Nambirma I (Tera, Tillaberi).",1
NIR15030,20,October,2022,20-10-2022,0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,2,,0,20,,Western Africa,Niger,Tillaberi,Tera,Tera,Tera,14.007,0.7562,2,Undisclosed Source,Local partner-Other,"On 20 October 2022, a civilian detonated an IED probably planted by JNIM militants with a rock at about 14km south of Tera (Tera, Tillaberi). There were no casualties.",1
NIR14997,20,October,2022,20-10-2022,0,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Tahoua,Bagaroua,Bagaroua,Dinkim,14.2255,4.5851,1,Undisclosed Source,Local partner-Other,"On 20 October 2022, an unidentified armed group entered the village of Dinkim (Bagaroua, Tahoua). The assailants wounded one person and seized cash.",1
NIR15043,20,October,2022,20-10-2022,0,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Chetimari,Karjim Tilo,13.3564,12.3209,1,Undisclosed Source,Local partner-Other,"On 20 October 2022, an unidentified armed group shot and wounded a pastoralist man during a failed attempt to steal cattle in Karjim Tilo (Diffa, Diffa).",1
